participantnumbers,Infantage,sex,priorexpt,angry_dt_infancy,fearful_dt_infancy,happy_dt_infancy,nonface_dt_infancy,angry_dtntrial_infancy,fearful_dtntrial_infancy,happy_dtntrial_infancy,nonface_dtntrial_infancy,dtntrial_infancy_min,angry_dt_3yr,fearful_dt_3yr,happy_dt_3yr,nonface_dt_3yr,angry_dtntrial_3yr,fearful_dtntrial_3yr,happy_dtntrial_3yr,nonface_dtntrial_3yr,dtntrial_3yr_min,AngryHappy_dt_ratio_3yr,FearfulHappy_dt_ratio_3yr,AngryHappy_sl_ratio_3yr,FearfulHappy_sl_ratio_3yr,AngryHappy_dt_ratio_infancy,FearfulHappy_dt_ratio_infancy,AngryHappy_sl_ratio_infancy,FearfulHappy_sl_ratio_infancy,DifferentERPscores,AngryHappy_P400amp_ratio_infancy,FearHappy_P400amp_ratio_infancy,AngryHappy_P400lat_ratio_infancy,FearHappy_P400lat_ratio_infancy,AngryHappy_Ncamp_ratio_infancy,FearHappy_Ncamp_ratio_infancy,AngryHappy_N290lat_ratio_infancy,FearHappy_N290lat_ratio_infancy,AngryHappy_N290amp_ratio_infancy,FearHappy_N290amp_ratio_infancy,AngryHappy_P400amp_ratio_3yr,FearHappy_P400amp_ratio_3yr,AngryHappy_P400lat_ratio_3yr,FearHappy_P400lat_ratio_3yr,AngryHappy_Ncamp_ratio_3yr,FearHappy_Ncamp_ratio_3yr,AngryHappy_N290lat_ratio_3yr,FearHappy_N290lat_ratio_3yr,AngryHappy_N290amp_ratio_3yr,FearHappy_N290amp_ratio_3yr
191,7,0,1,.607378,.247999333333333,.431087166666667,.195839666666667,5,3,6,3,3, , , , , , , , ,0, , , , ,.169760950094458,-.269609001700569,.0278826105546365,-.0754734483046674, , , , , , , , , , , , , , , , , , , , , 
192,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0365427023520061,.0286410306996852, ,.101521413086903,-.211141520261322,.114133074307916,-.00495867768595044,-.306128204405088,-.865619335347432,-.0296610169491525,-.00206185567010309,-.0163499604117181,.169266114418845, , , , , , , , , , 
193,12,0,1, , , , , , , , ,0,.83942,.74145,.601079,1,6,6,6,6,6,.165457247800936,.104557145506726,.236181663770639,.15405045131837, , ,.298512055822678,.22258235559239, ,-.084570822714876,-.169887494919014,-.0324165029469548,-.0115495668912415,.00160745198252403,-.156422313990404,-.0271317829457364,0,.103754225012071,.218237098069152, , , , , , , , , , 
194,5,0,1, , , , , , , , ,0,.679329,.221739,.56337,.27413,3,6,4,4,3,.0933122180029113,-.435138305636542,.0784372891182605,-.197565088795622, , ,-.103790709424688,-.115935002802419, ,-.0578499546495055,-.039535841160567,-.0375722543352601,-.012218045112782,-.0467511589651562,-.00375532153260136,-.04149377593361,-.0244897959183673,-.498295409498137,-.465415632754342, , , , , , , , , , 
195,7,1,1,.19089,.1879608,.25071,.3919022,4,5,5,5,4,.607609,.70242,.39176,.59955,5,6,5,5,5,.215985286715918,.283920378731105,-.041935469257325,.0113854260651424,-.135461956521739,-.143043940923353,-.0752910371140988,-.0792689360849637, , , , , , , , , , , , , , , , , , , , , 
197,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.152305256259566,.0878512549050592, , , , , , , , , , , , , , , , , , , , , 
198,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.356333277892379,-.296746047037026, , , , , , , , , , , , , , , , , , , , , 
199,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.255866622265134, , ,-.0813919210475723,-.110084862837971,.0427435387673957,.0102774922918808,.0795218874740763,.021802497807901,.010183299389002,-.0274841437632135,-.0979161295384995,-.17375516807478, , , , , , , , , , 
200,12,1,1, , , , , , , , ,0,.803479,.71055,.61729,.82813,3,4,6,4,3,.131048045107966,.0702343655862152,.188183780379802,-.00403441419031416, , ,-.07476692770981,.00620573804171803, , , , , , , , , , , , , , , , , , , , , 
201,7,1,1, , , , , , , , ,0,.40148,.34272,.27417,.59448,4,6,5,3,4,.188425960186487,.111121918008073,.123773975342311,.0706872474389681, , ,.0739163031624864,-.0404638109659228, ,.0929118350004426,.0213273961237025,.0191532258064516,-.0236717517096265,.0778189196043621,-.085744998507017,.0161001788908766,-.00182149362477231,-.246803432403251,-.460621796152054, , , , , , , , , , 
202,5,0,1,.231729166666667,.221900833333333,.283943333333333,.2976232,6,6,6,5,6,.555289,.280669,.642669,.55645,3,6,5,5,3,-.0729407875735209,-.392055780223494,-.177860807986293,-.229721299383073,-.10125451069558,-.122651409442631,-.0601131649006774,-.0722450367968639, ,.0942886967755331,.0277538739653432,.00321199143468955,-.00377358490566032,.00789876600792922,.0541538580515438,-.00377358490566038,.0111524163568773,-.272099496177289,-.209074926747593,.0288908980814054,.00872112714217968,.00553041729512315,.0188492063492063,.0819871870455529,.0888806537808898,.0213723284589426,.0460526315789474,.0243079518441837,-.0468427702524021
203,12,0,1, , , , , , , , ,0,.81032,.69008,.20235,.62243,6,5,3,4,3,.600363395775524,.546519054715776,.231783145197683,.0292724198572939, , ,-.0255423537296591, , , , , , , , , , , , ,-.00123435020278605,.177482906478155,-.000487092060399457,-.00735654732712114,.100570552669675,.356211142265025,-.002997002997003,.0410697230181471,.0772328259644036,-.107646609074691
204,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0713886454641756,-.120332365796711, ,-.0827659304830702,-.0812772884943942,-.0222222222222222,-.0188501413760603,-.0553132250580046,-.141017493393986,-.0831721470019342,-.122244488977956,-.876031974839471,.437264150943396, , , , , , , , , , 
206,5,1,1,.1566138,.114133,.140972,.318582,5,6,5,4,5, , , , , , , , ,0, , , , ,.0525623198418741,-.105207659591149,.0240445495295585,-.0441405805592296, , , , , , , , , , , , , , , , , , , , , 
207,12,0,1,.646818,.803813333333333,.712346666666667,.2839775,5,3,3,4,3,1,1,.627319,.49619,1,1,2,3,1,.229015331351751,.229015331351751, , ,-.048212455983994,.060327845785845,.304346305198757,.304406500054163, , , , , , , , , , , ,.169248986935894,-.0474371528013418,.0847169008088549,.045716822015091,.249478656091257,-.05743200823686,-.0686567164179104,-.0447470817120623,.354971428571429,.529696060662875
208,7,1,1,.45435,.231074,.18115325,.3035525,5,5,4,4,4,.633549,.568509,.46354,.68098,6,2,3,4,2,.154963726735023,.101709318065324,.117241859402067,-.342438967332811,.429890405753236,.121100072836039,.276392646694055,.0652434023655266, ,.0227847654976068,.0250491353497513,-.0288195815238848,-.0470068300522299,.0161312211053913,.0507249539538578,.00927643784786642,.00373134328358209,-.000478768460206972,-.0590620248723247, , , , , , , , , , 
209,12,1,1,.787456666666667,.874434,.483322666666667,.293697333333333,6,5,6,6,5, , , , , , , , ,0, , , , ,.239328726886231,.288057015616446,.146106505689325,.154914728751283, ,.000704035372842653,.00588129408106833,-.0243659870711089,.0204469805040418,-.0139638440502408,.0294424239616391,-.0201342281879195,-.00662251655629139,.233580521879983,.244385667232259, , , , , , , , , , 
210,12,1,1,.189267166666667,.503072666666667,.352656333333333,.441007166666667,6,6,6,6,6, , , , , , , , ,0, , , , ,-.301498581749392,.175775664180288,-.0443162896391508,.0378252820744638, ,.086554274241553,-.0028077909275678,.00205128205128208,-.0145985401459854,.0168440738321229,-.0962977775238531,-.0045045045045045,-.0205949656750572,.125205099078632,.0325237297599107, , , , , , , , , , 
211,12,0,1,.3644894,.574900833333333,.4154282,.2898218,5,6,5,5,5, , , , , , , , ,0, , , , ,-.0653130535841222,.161029948598565,-.076915424653154,.0945225776386383, , , , , , , , , , , , , , , , , , , , , 
212,12,1,1,.182735333333333,.2594925,.391946,.2741875,3,4,5,4,3, , , , , , , , ,0, , , , ,-.364046393247504,-.203324642310824,-.0737420959841449,.0229462671322687, , , , , , , , , , , , , , , , , , , , , 
214,12,1,1,.6321525,.5133936,.3762906,.130468666666667,4,5,5,3,4,.69225,.579919,.74848,.77914,6,5,5,4,5,-.0390288256647672,-.126890339423622,-.0328947924836389,-.13922252112008,.253719719040172,.154102995197622,.0524595574938462,.177585474396539, ,.029161567169817,-.170657496185292,.0684647302904564,.0827374872318693,.145441673877134,-.0946340808078546,.0188679245283019,-.0173913043478261,.0192946864073899,-.128215314331115,.00782893602345227,-.205103930160273,0,-.033203125,.0900517751479291,-.114786036291145,-.028169014084507,.0135135135135135,.021390023815246,-.196580435460172
215,12,1,1,.355826666666667,.383938,.340774,.485962,6,5,5,5,5, , , , , , , , ,0, , , , ,.0216087457089236,.059560211504708,.0143426034013241,.0400542092459865, , , , , , , , , , , , , , , , , , , , , 
216,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
217,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.00975178979249956,.260884217714635, , , , , , , , , , , , , , , , , , , , , 
218,5,0,1,.45461,.09782475,.450672,.403512,5,4,5,5,4,.47353,.344619,.42308,.53283,6,5,5,5,5,.056267496458884,-.102202816468434,-.0479285712009086,-.0700082652167701,.00435002573783645,-.643298706874744,.004997123179881,-.282050468790537, , , , , , , , , , , ,-.171274539081779,-.166726683471372,-.0439401255432158,.0105263157894737,-.0911685937424828,-.24863743967115,-.0707964601769911,-.0341880341880342,-.482209252540731,-.110480821177742
219,5,1,1, , , , , , , , ,0,.49652,.62724,.22325,.50285,6,4,5,6,4,.37966294788613,.475008524497643,.0262122155530732,.0375935504950672, , ,-2.55824243524127E-05,.0800012920341889, , , , , , , , , , , ,-.0850999227117146,-.0599456693921847,.0350877192982456,.00947867298578199,.058953778023803,-.0582628149012742,.0351648351648352,.0414847161572052,.00500937271639332,.0164929783146909
220,7,1,1,.123951333333333,.398561333333333,.0978085,.0586135,6,3,4,4,3,.248019,.38673,.36845,.42437,3,4,5,3,3,-.195356133074007,.024206149527265,.0461660281437198,.185395532904474,.11788804555078,.605904737025719,.0454876806288049,6.17623897927137E-05, , , , , , , , , , , , , , , , , , , , , 
221,7,0,1,.189282,.254557166666667,.11258325,.140967,3,6,4,5,3,.2594,.521399,.26238,.58777,4,5,5,5,4,-.00571121928782242,.330474534275606,-.00340814026366685,-.0734392391906156,.254082740560565,.386701954406636,.117133604329957,.19716110206619, , , , , , , , , , , ,-.00813017117022502,-.0573354742596124,.117448042532624,.0960396039603961,-.0107868740774384,.0233374606209739,.0102249488752556,.0241935483870968,-.0229214482877161,.00589564704726352
222,7,1,1,.52593,.411434166666667,.434486666666667,.823363333333333,6,6,6,6,6,.424659,.728489,.1076,.73194,3,6,4,3,3,.595685559098108,.74261113350373,.0491976217487369,.380794056628208,.0952121475054231,-.0272513680850748,.172848997924184,.177847270665366, ,.424096934359769,.281765193778192,-.0507246376811594,-.0437017994858612,.163049051444198,-.0236738960020904,.0930232558139535,.0394088669950739,-.338406799762799,.0849999999999999,-.0358608966128361,-.0654861001311397,.0413223140495868,.0247787610619469,.114420632037777,.0799817275417586,.00108813928182807,.00325732899022801,-.0528156577621186,-.0711224462966372
223,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0243445926006205,.160020954350069, , , , , , , , , , , , , , , , , , , , , 
224,12,1,1,.2546392,.463643333333333,.267596666666667,.231758333333333,5,6,3,6,3,.493819,.156629,.24678,.188,5,5,5,5,5,.333566477945555,-.223472951768553,.124607561702767,-.119185117309864,-.024811521945767,.268101672045658,-.0148012636598845,.0908762032369242, ,.0462202034467622,.134385749768766,.0157835400225479,.0653104925053533,.0966074773002062,.192344375914033,.0337078651685393,.0182648401826484,.0580448315740262,.0621294526924396,-.0739584439488868,.0767610991084198,.0689329556185081,-.0444915254237288,.0502015251575302,.00812172710206504,-.021505376344086,.0216271884654995,.210452636490901,.177285751497786
225,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
226,5,0,1,.290521666666667,.372153333333333,.347705,.176219666666667,6,6,4,6,4,.627059,.48498,.356449,.79691,4,4,5,3,4,.275147736469861,.15275323289309,.12068822943414,-.0421862757740631,-.0895972172895732,.0339627009944087,-.0576955033400911,.0227880861516866, ,-.0296175914563365,-.267619436504696,.0066666666666666,.176036866359447,.0117761873780091,-.0385285973129124,-.029940119760479,.0818505338078292,-.720134793597304,.176128797966348,-.324827365436502,-.12500485418042,.0146173688736028,.108171206225681,-.408518710122435,-.106775067750678,-.0810810810810811,-.054481546572935,-.000907781881925747,-.0358456031229247
227,12,0,1,.8085275,.670522,.7793675,.2978606,4,5,4,5,4, , , , , , , , ,0, , , , ,.0183639346430337,-.0750715830413284,.459404314613451,.0909772261323719, ,-.0245802560548816,-.0297186507191945,-.0246445497630331,.0835099618482408,.0220313929752938,-.119547153087638,.00226757369614512,.0134529147982063,-.178535585402831,.0340748000490033, , , , , , , , , , 
228,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.279986706027816,.262332722523526, , , , , , , , , , , , , , , , , , , , , 
229,12,0,1,.271032666666667,.261138666666667,.1880208,.104387,6,6,5,6,5,.522619,.78061,.63709,.38206,6,6,6,6,6,-.0987066583082481,.101234393736333,.0106977021673559,.305642088994714,.18083267569994,.162788212412162,-.0942390107347933,.09115795606186, ,.119278083420635,.111072417886822,.000463177396943003,-.0290891750119218,.130202961383144,.145081058790175,-.024,-.0343434343434343,-.0702375922254363,-.204624164674894,.110612307583258,.103276179359058,.0211510083620265,.010934393638171,.132585047753701,.109353242674725,.0072992700729927,-.0124069478908189,-.0764732043584613,-.0556742847173761
230,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.0296204418255636,-.0462711445659633, ,.106543418387728,-.120525237965494,.0256971022416621,.0940518556176919,.20840512071184,-.112006372353788,.0112359550561798,.0265486725663717,-.0293577555147486,.132519735939979, , , , , , , , , , 
231,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.192766735946037,.362134413783608, , , , , , , , , , , , , , , , , , , , , 
232,12,1,1,.310093333333333,.352472,.2074062,.364322,6,5,5,5,5,.681649,.64002,.95076,.75953,5,6,4,4,4,-.164855131281438,-.19533813600875,-.0660572436230142,-.136316237024636,.198429422094165,.259102426206271,.117972114917669,.158923360862796, , , , , , , , , , , ,.153153926737536,.179844987026811,.0863377609108159,.0398803589232303,.142948356807512,.0909489283722413,.0131979695431472,-.103291713961407,-.0105167767629313,-.00734577439676685
233,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.121671975647877,.121559615011283, , , , , , , , , , , , , , , , , , , , , 
234,12,1,1,.6311038,.512743333333333,.342893333333333,.2075666,5,6,6,5,5,.458289,.82718,.339469,.8468,5,5,6,5,5,.148942411107128,.418044330385574,.103265168620888,.181290222311625,.29590484078769,.19850715451652,.182922485457746,.208040657687718, ,.212821365248227,.359511304465433,.0722100656455142,.0706849315068493,.158427687638613,.282308438892069,0,-.0066815144766147,-.0238281382779836,-.106620618708208,-.179312175330831,-.0143500097840975,.00783049286043299,.0536028119507909,-.111888933261293,.112253127520303,-.0849256900212314,-.00196078431372549,.710398592489231,.108673326486789
235,5,0,1,.744983333333333,.441007166666667,.731921666666667,.460415,6,6,6,6,6, , , , , , , , ,0, , , , ,.00884394505175799,-.248023999182673,.0500012385276683,-.0482374383931267, ,-.211261543277508,.237411312573906,-.05372460496614,.0246552444630171,-.0933518439732192,.196868266526309,-.00317460317460317,0,.549693393497628,-.0796116504854369, , , , , , , , , , 
236,12,0,1, , , , , , , , ,0,.553549,.35271,.16313,.27106,4,4,6,6,4,.544761322712121,.36751705955335,.262386664392448,-.0400850343199957, , ,.210510773046235,.194646099173724, , , , , , , , , , , ,.215414165666266,.257762399775892,.000883392226148423,-.06296992481203,.169333417657475,.172069275257261,.0171890798786653,-.0263991552270327,.0963518193462687,.0299038290142686
237,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.011102537739879,.0211487877390689, , , , , , , , , , , , , , , , , , , , , 
238,12,1,1, , , , , , , , ,0,.437759,1,.66629,.41164,3,1,3,3,1,-.206993530178461,.200271261305055,-.339738357857426, , , ,.0116455810642061,-.199978047006847, , , , , , , , , , , ,-.230970117304564,.211641807413906,-.0796867802855827,-.076216712580349,-.597205475565643,-.0466894420042297,.146484375,.116279069767442,-.197740636140562,-.43526866209881
239,12,1,1, , , , , , , , ,0,.57199,.636909,.640229,.33293,5,4,6,5,4,-.056292633591785,-.00259956245918617,.0805904494766577,.0417824945970569, , , ,.281917317307456, ,.101766611051134,.134888601109735,.029350104821803,.0010787486515642,.276998955271022,.207931860527016,-.0239043824701195,-.028,-.090636490200978,-.0224899598393575,.0656520208145858,.119123586802161,-.0189228529839884,.0371389270976616,.191647062614805,.203960521722573,-.0486111111111111,.0215982721382289,-.000359146469837844,-.0400834374155003
240,12,0,1, , , , , , , , ,0,.784109,.633319,.279059,.59767,5,3,4,4,3,.475042514447387,.388282049764462,.165902502998635,.2799793587738, , ,-.00664970841465177,.0993851654197799, , , , , , , , , , , ,.120301534078633,.256620411696286,.0316709137240626,.0431654676258993,.483516160338794,.606586021505376,.0487804878048781,.0379506641366224,-.168642891281094,-.0278639630081871
241,12,1,1,.1839912,.3448848,.0847673333333333,.1448192,5,5,3,5,3,.29781,.65464,.52914,.60753,5,5,6,6,5,-.279738799201886,.106016320600111,-.222975537888143,.122030991767764,.369193362666562,.605414116412316,.159600934742676,.155683922209655, ,-.00522874952901601,-.0806643026172728,.0112911143838979,.0242248062015504,.109621186724774,.121516293249734,.040983606557377,.00847457627118644,-.112732278045423,.0353221957040573,.0515909305919081,.053597979750301,.0471698113207547,.0157011369788846,-.0499164835164835,.0155788918379795,-.0584192439862543,-.0476190476190476,-.495870579090556,.0407638748267108
242,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.309208069753274,-.425778762813908, , , , , , , , , , , , , , , , , , , , , 
243,12,0,1,.45734,.6469075,.34275,.599742,6,4,4,5,4, , , , , , , , ,0, , , , ,.143221387593896,.307336123861033,-.17776880814739,-.049454567071902, ,-.00678461009962211,.0422441512362791,.00578642819568645,.0104712041884817,.0118587339142477,.0335125372165545,.036,-.0126050420168067,-.00822064203214275,.152857882921775, , , , , , , , , , 
244,7,0,1,.303600666666667,.4585464,.565253333333333,.414725,6,5,6,6,5,.467,.395009,.266359,.63671,6,6,5,6,5,.273591787923786,.194521053331882,.0959916775934479,.126838379852616,-.30114687469548,-.10422637343918,.219928862859581,.238866702633341, , , , , , , , , , , ,-.00339269891194154,-.0919278615609146,.0813793103448275,.0503802281368821,-.0487016016171669,-.0585945470812602,.0053134962805526,.00636942675159236,.127269973494888,.320310933389952
245,5,1,1, , , , , , , , ,0,.574879,.445859,.181079,.66629,3,4,4,6,3,.520928411366769,.422338413048818,.202198487309478,.10068613489671, , ,.0870725073410188,-.0241411320961461, , , , , , , , , , , ,.118599857723948,-.109921787966143,-.0376254180602007,.0372381691233514,-.141402869951645,-.0711936651417443,.0335861321776815,.0230010952902519,-.10216687172019,.284043646327739
247,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
248,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.384636227319053,.132469098530711, , , , , , , , , , , , , , , , , , , , , 
249,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.106430623173423,.275882810291939, , , , , , , , , , , , , , , , , , , , , 
250,5,0,1,.293777,.333076833333333,.2663768,.321358,4,6,5,5,4, , , , , , , , ,0, , , , ,.0489154942803208,.111268044139527,.0300085784443202,-.0814179712503203, , , , , , , , , , , , , , , , , , , , , 
251,7,1,1,.248086333333333,.33806725,.650528,.0749773333333333,3,4,5,6,3, , , , , , , , ,0, , , , ,-.447846925803914,-.316065396834549,-.27063598091269,-.431277196410173, ,.0736738875365566,.0108644837967723,.00549725137431281,.00350525788683026,-.0394930917190933,.0314274895872775,-.00591715976331361,-.0365853658536585,.0867309659506065,.108053140498817, , , , , , , , , , 
252,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.255268605748447,-.277938076145365, ,-.0976628212736073,.0506097848095305,-.0429042904290429,.028546332894159,-.204492443365179,-.000238802801952885,.020109689213894,-.020952380952381,.113067921064709,.0230324476319864, , , , , , , , , , 
253,5,1,1, , , , , , , , ,0,.512719,.48501,.1468,.35254,6,4,4,4,4,.554827078522378,.535303334863329,.293403671337281,.204835276963923, , ,-.225536831937562,-.237798348913719, , , , , , , , , , , ,.195744871852417,.140499832110136,.0928819444444445,-.000478697941598824,.172489482348637,.125937852197714,.109677419354839,.00412371134020619,-.200567603594823,-.057161969431157
255,5,0,1,.480076,.344879,.827406,.496588,4,5,5,3,4,.601169,.47524,.49972,.62721,6,4,4,5,4,.0921518881558449,-.0251087224091245,-.147050085741347,-.0330954980369403,-.265648016569253,-.411612363887621,.213039568478112,.0656666859510073, , , , , , , , , , , ,-.163380281690141,-.0686964942862676,-.020901068276823,.00901713255184851,-.0747951826165543,-.054532837288201,.00582072176949942,0,.0584437434279706,.166965922094354
256,5,1,1, , , , , , , , ,0,.274189, , , ,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
257,7,1,1,.10762075,.117449333333333,.146859666666667,.0684361666666667,4,6,6,6,4,.47399,.584559,.31833,.5525,5,6,4,5,4,.196461025848142,.294863488202869,.135918792547012,.156168058783296,-.154192283951123,-.111272538329506,-.0646024179785953,-.0476477281607432, ,.14242083413345,.0965976958347783,.0386221294363257,-.0188053097345132,.0635254459757771,.0392869438812594,.013953488372093,-.00236406619385343,.169504859421711,.180719726819018, , , , , , , , , , 
258,12,0,1, , , , , , , , ,0,.47804,.68264,.72543,.7175,5,6,3,5,3,-.205563911023956,-.0303891141775622,.195341062804785,.33012156399494, , ,-.0400871105434189,-.0229518590782617, ,-.0447873911089798,-.105411398094325,.0598626104023553,-.0100158144438587,-.127211166390271,-.173048574407651,.0422535211267606,-.0251256281407035,-.0834138972809668,.0348010981320988, , , , , , , , , , 
259,7,0,1, , , , , , , , ,0,.49768,.583799,.38679,.81338,5,5,4,2,4,.12537451807297,.202978809774271,-.0132054063451428,.148854872943314, , ,-.00847486137744789,-.0771801973263398, , , , , , , , , , , , , , , , , , , , , 
260,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , ,.157998682304166, ,.0845189897821477,.188176362983605,.0506912442396313,.0632105502501137,.0335374143281734,.118567543994664,.0310262529832936,.0216867469879518,-.00716065573770491,-.0578544272411703, , , , , , , , , , 
261,5,0,1,.286122,.64673,.436035,.43118425,5,3,4,4,3,.19255,.20557,.14358,.43604,6,6,3,4,3,.145687680361765,.177545467564084,.0710648857164418,.088288580549983,-.207590593181261,.194589777098447,-.198117755810293,.207313958833444, , , , , , , , , , , , , , , , , , , , , 
262,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
263,7,0,1,.1419175,.43094,.2075806,.156607333333333,4,5,5,6,4, , , , , , , , ,0, , , , ,-.187878274588617,.349807664780118,-.0934776724941851,.225280625691048, ,-.156452896577724,.294562551103843,-.0699666825321276,-.0264840182648402,-.283646384340059,.126237036717621,.124031007751938,-.00444444444444444,.18634724582418,-.0649632462635961, , , , , , , , , , 
264,5,1,1, , , , , , , , ,0,.48004,.591019,.421229,.31989,6,6,6,6,6,.0652535480528011,.167735574681303,.0682207235383093,.174496266964906, , , , , , , , , , , , , , , ,-.113165695806298,-.24903275828649,-.0167023554603855,-.0219543693499785,-.0106345267635591,-.366753984967555,.0250817884405671,.0549682875264271,.256544171177159,.207593000764698
265,7,0,1,.482048,.591912,.3684104,.4587,5,5,5,5,5,.760619,.76773,.529059,.83116,5,6,6,5,5,.179548693549863,.184047674679535,-.0280128760769094,.0760148651291808,.133619234050719,.232736006157932,.155072518864357,.1237886448272, ,.016634975003463,-.230635883697108,-.0629885057471264,-.119612590799031,-.032565002798555,-.331539836944932,.00536672629695885,-.0315398886827458,-.116757987241589,.00165641268338855,-.126921255435485,-.102794025742394,-.0290697674418605,-.0114285714285715,-.0824525679563012,-.000896592946802186,-.0247578040904198,-.00316122233930453,.162838359372921,.204848821923349
266,7,0,1,.223231,.199105666666667,.281961,.3017586,5,6,5,5,5,.640199,.71196,.40744,.48338,6,6,5,6,5,.222174814034224,.272038592102912,.121031190321252,.174532899135485,-.116252830606977,-.172232538802661,-.0684386876004234,-.0993419876804837, , , , , , , , , , , ,-.0866512826148004,.0584302233318875,-.0347123157394199,-.0225563909774436,.532188498402556,-.102701685023063,.0245098039215686,.0280830280830281,-.0445344129554655,.147569301636917
267,5,1,1,.2252135,.3055002,.2545442,.2468094,4,5,5,5,4, , , , , , , , ,0, , , , ,-.0611364861887573,.0909856432811399,-.0352270327051142,.0558139894490247, ,.0126525198938992,-.163327811982373,-.0085378868729989,.00526315789473684,-.0822336435616059,-.185406568565653,-.0296296296296296,-.0145985401459854,-.320105657595675,-.0725693751247754, , , , , , , , , , 
268,5,0,1, , , , , , , , ,0,.69381,.7841,.749759,.46023,5,5,4,6,4,-.0387574130505711,.0223886289417737,-.00732806227099806,-.0299157555117404, , ,-.288986547874916,-.0297220828106064, ,.0398248805042089,.0422859071587541,.0177324019344438,.0187869028448739,.0405953240406509,-.0156975718737138,0,0,-.0787439248570924,-.0264286570025158, , , , , , , , , , 
269,7,0,1,.3448888,.525332,.244982833333333,.280733333333333,5,5,6,3,5, , , , , , , , ,0, , , , ,.169368996610505,.363941020651946,.138738897375833,.175214011767844, ,.136153598165992,-.0292128118131575,.022,-.0235478806907378,.0661658263864624,-.157463263727765,-.00639658848614072,-.0419426048565121,-.105895385467511,-.164552347623214, , , , , , , , , , 
270,12,0,1, , , , , , , , ,0,.556499,.489879,.51422,.53569,5,4,4,3,4,.0394865506262614,-.0242416335441027,-.0522529278437212,-.163764540118844, , , , , , , , , , , , , , , ,.0355823038749867,-.156641762694694,-.00234852043212776,.0370036101083033,.0695954212428457,-.0257038323204763,-.0101925254813137,-.0324074074074074,.0110867556747161,.0107731477706198
271,5,1,1, , , , , , , , ,0,.666399,.61411,.29387,.36896,5,3,4,6,3,.387942336990989,.35269499328179,.137634068577278,.119187023216105, , ,.313242765134574, , , , , , , , , , , , ,.0766081221283534,.0373074508667729,-.0809327846364884,.000845308537616242,.086050704959701,-.0451135290902767,.00110741971207087,-.0123456790123457,.28711415351461,.146918280972679
272,5,0,1, , , , , , , , ,0,.81362,.69899,.83791,.4468,4,3,4,5,3,-.0147075741887825,-.0903897455917757,-.328324858390606,-.0807287575863765, , ,-.0463941322147158,-.0826258805989771, , , , , , , , , , , , , , , , , , , , , 
273,7,0,1, , , , , , , , ,0,.607249,.46715,1,.54873,3,6,5,3,3,-.244362261230214,-.363187131513479, , , , ,-.317993627058389,-.0754981615779129, ,.0906040268456376,-.133904105695217,.0266963292547275,.0363436123348017,-.0401590896536486,.0159908026755852,-.0019047619047619,.00189753320683112,.246926794460121,.0327042453026705,-.167949473196265,-.237833024574476,.0117117117117117,.0117117117117117,.295789047690047,-.244335716974031,.035778175313059,-.0141110065851364,-.0305278342017722,.0674764911159062
274,7,0,1,.4798875,.414779833333333,.5018698,.20074275,4,6,5,4,4,.305439,.450759,.44434,.34864,5,6,3,5,3,-.185255922078372,.007171273792061,.168423471214929,.0138605193800508,-.0223907680645716,-.0950090018036336,.309294966946259,.155953444267579, , , , , , , , , , , , , , , , , , , , , 
