participantnumbers,Infantage,sex,priorexpt,angry_dt_infancy,fearful_dt_infancy,happy_dt_infancy,nonface_dt_infancy,angry_dtntrial_infancy,fearful_dtntrial_infancy,happy_dtntrial_infancy,nonface_dtntrial_infancy,dtntrial_infancy_min,angry_dt_3yr,fearful_dt_3yr,happy_dt_3yr,nonface_dt_3yr,angry_dtntrial_3yr,fearful_dtntrial_3yr,happy_dtntrial_3yr,nonface_dtntrial_3yr,dtntrial_3yr_min,AngryHappy_dt_ratio_3yr,FearfulHappy_dt_ratio_3yr,AngryHappy_sl_ratio_3yr,FearfulHappy_sl_ratio_3yr,AngryHappy_dt_ratio_infancy,FearfulHappy_dt_ratio_infancy,AngryHappy_sl_ratio_infancy,FearfulHappy_sl_ratio_infancy,DifferentERPscores,AngryHappy_P400amp_ratio_infancy,FearHappy_P400amp_ratio_infancy,AngryHappy_P400lat_ratio_infancy,FearHappy_P400lat_ratio_infancy,AngryHappy_Ncamp_ratio_infancy,FearHappy_Ncamp_ratio_infancy,AngryHappy_N290lat_ratio_infancy,FearHappy_N290lat_ratio_infancy,AngryHappy_N290amp_ratio_infancy,FearHappy_N290amp_ratio_infancy,AngryHappy_P400amp_ratio_3yr,FearHappy_P400amp_ratio_3yr,AngryHappy_P400lat_ratio_3yr,FearHappy_P400lat_ratio_3yr,AngryHappy_Ncamp_ratio_3yr,FearHappy_Ncamp_ratio_3yr,AngryHappy_N290lat_ratio_3yr,FearHappy_N290lat_ratio_3yr,AngryHappy_N290amp_ratio_3yr,FearHappy_N290amp_ratio_3yr
1,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,0,1, , , , , , , , ,0,.319869,.455419,.26107,.30678,3,4,6,3,3,.101213724676773,.271251896400363,.0629630810074224,.181734085249399, , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,1,1, , , , , , , , ,0,.61748,.2937,.19907,.39173,2,2,6,4,2,.512411977221236,.19203685289283,.0455960422167138,.111893250208526, , , , , , , , , , , , , , , ,-.186148146094927,-.241903029833998,.0899873257287706,-.046138902379796,-.104677419354839,-.39880182449452,.00404858299595142,-.0456960680127524,.00428181387710688,.0288213039846706
8,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.121635882777685,.0696763040831934,.0598200105876125,.0446476600322754,.00827816424146696,.0740977022914335,-.00647948164146868,-.0737327188940092,-.252136289886425,-.270524190007902, , , , , , , , , , 
10,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,7,0,1, , , , , , , , ,0,.450639,.63024,.509419,.56835,6,6,6,6,6,-.0612254676279974,.106015044851135,-.0638309651620102,.109793363469683, , , , , , , , , , , , , , , ,.147893884163629,.291370541277914,.000445037828215436,.00443262411347518,.0568147723863296,.320842171419593,.0105509964830012,.00938967136150235,.00800955867540094,.029864941982119
13,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,7,1,1, , , , , , , , ,0,.32507,.470059,.56039,.62712,5,4,5,6,4,-.265760169855216,-.0876617862698688,-.111138934562439,.0153699793056105, , , , , , , , , , , , , , , ,.0924215084806929,.1965624925124,.0349462365591398,-.0325982742090124,-.0736038273990247,.094970333889169,.00753768844221105,.0100250626566416,-.307290478827963,.0498014729679595
20,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,7,0,1, , , , , , , , ,0,.195819,.40164,.189209,.36035,6,6,6,5,6,.0171675826173681,.359535177346496,.00896510407051691,.112561213209262, , , , , ,.0193604524690016,.733196551520054,.00918484500574058,-.0129107981220657,-.125844774845273,.539030641966678,-.010183299389002,-.0205761316872428,-.520062050654813,-.0783915343915344,-.267051599303455,.140034834535954,.0758731433159374,.0668828536684232,.0474366893143916,.293136243840953,.00879120879120879,.00221238938053097,.0762900099997345,-.062628524890563
22,7,1,1, , , , , , , , ,0,.45046,.56823,.296989,.40149,4,5,6,6,4,.205326383472317,.313494040237212,.139467421022938,.147081690786205, , , , , , , , , , , , , , , ,.0347986160397444,.371507794955483,-.0250231696014828,-.018885306310456,.121959473751005,.312999586263964,-.0248306997742664,-.0558139534883721,.0737001125310231,.143370350834676
23,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,7,0,1, , , , , , , , ,0,.26762,.30026,.29048,.16039,3,3,6,5,3,-.0409604013617631,.0165555066526729,-.0250930770989982,.0103660060725704, , , , , ,-.0340947401581768,-.00176145885200015,.03433242506812,.012263099219621,.111889489699862,.126715388175527,.0325379609544469,.028322440087146,-.170342126957956,-.125079251862419, , , , , , , , , , 
25,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,7,1,1, , , , , , , , ,0,.15329,.21145,.20755,.63366,6,5,5,6,5,-.150371355725529,.00930787589498804,-.0760091977727163,.00505392186073818, , , , , , , , , , , , , , , ,.0213547711785356,.134641296545819,-.0565302144249513,-.0413064361191163,.0563515537971037,.0933717153823442,-.029723991507431,-.0577971646673937,.0235820781307792,-.0477493875651781
27,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.967896740029786,.910804597701149,.0634849167041873,.0865173473869126,-.128509879661269,-.385246649038023,.00304878048780488,.0060790273556231,.068570110894493,.250307928526836, , , , , , , , , , 
28,7,1,1, , , , , , , , ,0,.60096,.18264,.37724,.23501,3,3,4,2,3,.228705786137804,-.347574480245767,.250851449851991,.0184279967556743, , , , , , , , , , , , , , , ,-.721336089652921,.0110022004400881,.102387697288547,.0557684120902511,-.674780426599749,-.00855320820866205,.0555555555555556,-.0614300100704935,.0883996499023765,-.240131157150446
29,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.424196082103139,-.0670933909154007,.0536723163841808,-.0674455655868295,.15034224250326,.104228861063981,-.0262626262626263,-.0346232179226069,-.0406486544729683,-.029171217731838, , , , , , , , , , 
30,7,1,1, , , , , , , , ,0,.48995,.085,.458509,.37215,3,3,5,3,3,.033149561551949,-.687217690967399,-.0968284902149504,-.313310961864903, , , , , , , , , , , , , , , , , , , , , , , , , 
31,7,0,1, , , , , , , , ,0,.83504,.52141,.403619,.41127,5,5,5,5,5,.348296827456144,.127337629414862,.278709782215451,-.0644296183431454, , , , , , , , , , , , , , , , , , , , , , , , , 
32,7,0,1, , , , , , , , ,0,.45051,.42108,.4272,.86229,4,4,5,5,4,.0265577468639984,-.00721459895317586,.153120800696804,.129562140178524, , , , , , , , , , , , , , , , , , , , , , , , , 
33,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
34,5,1,1, , , , , , , , ,0,.47353,.701609,.32116,.50951,6,5,5,3,5,.191735142005059,.371979401018216,.0451655152401065,.154250293872829, , , , , , , , , , , , , , , ,-.0772624056907063,-.0667999226255723,.0265563778841968,.00622222222222225,-.0653979060291917,-.0468781674437461,.00588928150765607,.0128654970760234,.178191435666552,.203588303773197
35,7,0,1, , , , , , , , ,0,.71872,.78019,.798919,.5847,6,5,4,6,4,-.0528445829344133,-.0118604858815953,.245188591832853,.255042655694846, , , , , , , , , , , , , , , ,.26494045668087,-.0131131495400987,.0679359584595413,.00370027752081405,.246218193208409,-.13560027758501,-.0842293906810036,-.09107303877367,-.262772969779936,-.065567414885789
36,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
37,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.169372682227555,-.0220248776821731,.0260071392146864,.0190035952747817,.21472275334608,.127299771572256,.0645792563600783,-.0301724137931034,.228658361559217,.156956862745098, , , , , , , , , , 
40,12,0,1, , , , , , , , ,0, , , , ,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
41,5,1,1, , , , , , , , ,0,.79383,.901859,.960659,.69552,6,5,6,6,5,-.0950869455436882,-.0315701646910258,-.103414075526346,-.156592534865984, , , , , ,-.206608893897589,-.36783676825821,.0628066732090284,.0129198966408269,-.258282354810519,-.20598806042885,.164410058027079,.151277013752456,.605628816709443,.715417039213182,.102348392197557,.13321881858956,-.053415061295972,.023538961038961,.367743095081182,.23879251271324,-.0309278350515464,-.0309278350515464,-.0554946503656625,-.0195300457086177
42,12,1,1, , , , , , , , ,0,.925379,.85907,.60097,.5684,5,6,6,5,5,.212539203026307,.176775978740308,.163201280722154,.21506496830899, , , , , , , , , , , , , , , ,-.0480732856136188,-.107161886851591,-.0669371196754564,-.0100816130580893,.0428280725001183,-.0181982934380427,.0129564193168433,.0323325635103926,-.0861534766422481,-.0441589027811451
43,12,0,1, , , , , , , , ,0,.481779,.56806,.254539,.24822,5,4,2,6,2,.308616657476797,.381134671936144,.208626170236045,.266710701454149, , , , , , , , , , , , , , , , , , , , , , , , , 
44,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.0482005018900289,-.134202935854827,-.00295275590551185,.00195886385896176,.0696890794914994,-.116715183085644,.00552486187845304,.0252707581227437,-.718363342932186,.0178871787451845, , , , , , , , , , 
46,12,1,1, , , , , , , , ,0,.823269,.35247,.287279,.18595,5,6,6,6,5,.482635599721939,.101900901759909,.391559876319675,.244347305888062, , , , , , , , , , , , , , , ,-.0401535447238995,.0202332168253585,-.0468174644923725,.0573188062529607,-.430938427031329,-.0568588681665152,.0202774813233725,-.00327868852459016,-.0267501019304746,-.0313298492712849
47,12,1,1, , , , , , , , ,0,.39167,.67603,.60768,.3279,3,4,2,4,2,-.216150497823585,.0532441127669022,.183656552198119,.310358879258999, , , , , , , , , , , , , , , , , , , , , , , , , 
48,12,0,1, , , , , , , , ,0,.764279,.62217,.6371,.69542,3,4,2,4,2,.0907527513970168,-.0118560753452397,.29226891704905,.197641413647926, , , , , , , , , , , , , , , , , , , , , , , , , 
49,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,5,0,1, , , , , , , , ,0,.137009,.38191,.23501,.75807,1,2,4,3,1,-.26343009362425,.238118394605459,-.135179319074357,.151459138812303, , , , , , , , , , , , , , , , , , , , , , , , , 
52,12,1,1, , , , , , , , ,0,.29369,.52888,.45084,.20552,4,6,3,2,3,-.211072757309981,.079655411750296,.142701758815415,.333256538981602, , , , , ,.00898511873579709,.0139405137643701,.011125945705385,-.00542986425339361,-.0206080723763963,.0185499581432829,.0394736842105263,.00904977375565611,.0497499341932088,.00255577813082814,.199267844036282,.154987760097919,.0616597125637459,.00978473581213307,.294389478049647,.390387469928853,-.139784946236559,-.0412573673870334,-.0153320606852205,-.190462727358402
53,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,-.145872601688411,-.162734482565275,.0194774346793349,.000484261501210626,-.122184325924816,.0275265115221592,.0436363636363636,.0453720508166969,-.159101561091683,-.790388149468174, , , , , , , , , , 
55,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,5,0,1, , , , , , , , ,0,.287219,.50158,.28397,.63658,3,5,4,4,3,.00568813475049415,.277016103367068,.00351161197298767,.0917320149839018, , , , , ,.156576535430155,-.497020288330923,.0128205128205128,-.0142700329308453,.0200583696082311,-.309720179164669,.105360443622921,.0434782608695652,-.120862865947612,-.0792237849385793, , , , , , , , , , 
57,12,0,1, , , , , , , , ,0,.52888,.68189,.51332,.77056,4,5,5,6,4,.0149299558625984,.141037976589888,.107758132890165,.156439662022042, , , , , , , , , , , , , , , , , , , , , , , , , 
58,12,0,1, , , , , , , , ,0,1,.62724,.38013,.74426,2,2,5,1,2,.44913884923884,.245302123350904, ,.0352201209871655, , , , , , , , , , , , , , , ,-.129836581119784,.0281458819740762,.013550135501355,.0146182999458582,.180928693775077,.280039599059522,-.015028901734104,-.0126874279123414,.107394463248184,.100342252644679
59,7,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,7,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,12,1,1, , , , , , , , ,0, ,.465409,.48964,.1272,0,4,2,2,0, ,-.0253714730867212, ,-.17916952899351, , , , , ,-.0764122521325994,.00709392354777262,-.00579862941486562,-.0100582318687136,-.0312287165745548,.0157607016123017,.026431718061674,0,-.0686083666948249,.0685427071327954, , , , , , , , , , 
62,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,5,0,1, , , , , , , , ,0,.290439,.332919,.411279,.4211,6,5,5,6,5,-.172205928877412,-.105294558706151,-.114577715201119,-.0714287016374253, , , , , , , , , , , , , , , , , , , , , , , , , 
64,12,0,1, , , , , , , , ,0,.630889,.44084,.321149,.69377,5,6,5,5,5,.325344156430731,.157077070666374,.179325592427636,.00783689132734563, , , , , , , , , , , , , , , , , , , , , , , , , 
66,12,1,1, , , , , , , , ,0,.45438,.424489,.22511,.39855,5,6,4,3,4,.337414825825251,.306926272977637,.222063665938027,.0949670383513236, , , , , , , , , , , , , , , ,.245272076480449,.184841544815706,.0195503421309873,.0142506142506143,.420863668096141,.193724183414905,-.018058690744921,-.0296803652968037,.0741537719760351,-.0160503262978424
67,12,1,1, , , , , , , , ,0,.594169,.26766,.234999,.60063,3,3,2,3,2,.43316915269282,.0649764552111869,.303839204869921,.0381706679866898, , , , , ,-.0154222256898389,.0759363351280989,.0144206862257584,.00402010050251262,.0109149740146049,.14419398448661,0,.0315789473684211,-.126560566254858,-.13139991277802, , , , , , , , , , 
68,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
70,12,1,1, , , , , , , , ,0,.98024,.82006,.986779,.59431,6,6,6,6,6,-.00332431969391244,-.092271087794762,-.0182064878119803,-.265599424579546, , , , , , , , , , , , , , , ,.263881144666079,.223474499089253,.0743639921722114,.0833333333333334,.19537528589714,.117366785590977,.0187734668335419,.0101010101010101,-.0619407999434169,-.103968677046378
71,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.0966652565243396,.054710457421556,-.0207322452580503,.00601374570446732,.104749418414089,.0927385707225782,-.0160642570281124,-.0160642570281124,-.20765719475181,-.195938749911249, , , , , , , , , , 
72,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
73,12,0,1, , , , , , , , ,0,.357389,.34864,.43578,.4113,4,5,4,6,4,-.0988326573529727,-.111088447515362,-.0683981336650422,-.0766108511351364, , , , , , , , , , , , , , , , , , , , , , , , , 
74,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75,12,0,1, , , , , , , , ,0,.23993,.22022,.1827,.12232,4,4,3,4,3,.135413955469323,.0931202223766504,.0737966597081045,.0496461230425947, , , , , , , , , , , , , , , , , , , , , , , , , 
76,12,1,1, , , , , , , , ,0,.098,.078,.51898,.60721,2,1,2,1,1,-.682323576128886,-.738684713055714,-.434436578278462,-.463957287958207, , , , , , , , , , , , , , , ,.0952844835459222,-.110243574417215,-.0413149711239449,-.0450289790459207,.128952147966937,.0106512861533279,-.0266393442622951,-.00804828973843058,.039354435465869,.0125737099327719
77,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78,12,0,1, , , , , , , , ,0,.86907,.623889,.5685,.66318,6,6,4,6,4,.209081992529059,.0464521225875113,.428568303566306,.322791982894048, , , , , , , , , , , , , , , ,.462464300285598,.252817883220303,.02573203203203,.0124521072796935,.454064911724284,.247961165048544,.0656219392752204,.0628683693516699,-.107924179155355,-.0280027562212658
79,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , ,.0417154340480974,.0329884195122675,-.00727650727650731,-.0297555791710946,.135139943074004,.0923799744858271,-.0267175572519084,-.0406189555125725,-.145110963082425,-.935755348782078, , , , , , , , , , 
80,5,1,1,1,1,1,.66636,6,6,6,4,6, , , , , , , , ,0, , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , 
81,12,1,1,.316573333333333,.274185,.2301435,.525935,6,4,4,6,4,.74851,.40653,.30681,.48659,5,4,6,6,4,.418546033430618,.139793086045925,.281575603980039,-.112966506697387,.158088846115036,.0873270100737912,.0960668373369628,.05137058161494, ,-.0668839087173497,-.218277556751697,-.0358126721763085,-.0375275938189845,-.143445062766921,-.177409682706787,.0215827338129496,0,-.136654974196984,-.175715208388739, , , , , , , , , , 
82,7,0,1,.3252638,.352738,.3645034,.09300375,5,5,5,4,5, , , , , , , , ,0, , , , ,-.0568881790841895,-.0164036822191245,-.068586716360677,-.0196257991277562, , , , , , , , , , , , , , , , , , , , , 
83,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.42043329210969,.310441377079423, , , , , , , , , , , , , , , , , , , , , 
84,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.12008214686755,-.0821515117936556, , , , , , , , , , , , , , , , , , , , , 
85,12,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0240916001802685,-.0979336914432196, , , , , , , , , , , , , , , , , , , , , 
86,12,0,1,.602815,1,.71886,.72145,4,4,3,5,3, , , , , , , , ,0, , , , ,-.0878014640512985,.16356189567504,.0685868968881117, , , , , , , , , , , , , , , , , , , , , , 
87,12,0,1,.202383166666667,.267593333333333,.395846,.280706666666667,6,3,5,3,3, , , , , , , , ,0, , , , ,-.323392512624064,-.19331483712653,-.0530204149748535,.0263342720497526, ,.120757688475878,.0792836544375248,.0309936189608022,.0274473924977127,.108382262964116,.0619748848134429,-.00970873786407767,-.0358565737051793,-.172236503856041,-.135367486435064, , , , , , , , , , 
88,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0791105487803702,.128419665368759, , , , , , , , , , , , , , , , , , , , , 
89,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.00184048630103746,.0279785151795044, , , , , , , , , , , , , , , , , , , , , 
90,7,0,1,.9018125,1,.836436666666667,.3723475,4,5,3,4,3, , , , , , , , ,0, , , , ,.0376101623328838,.0890655998664079,.0666493417783357, , , , , , , , , , , , , , , , , , , , , , 
91,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.225892166327905,.0951024548125921, , , , , , , , , , , , , , , , , , , , , 
93,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.2165415371389,.142907488939051, ,.24257647561162,.0340116845834762,.0125062531265633,-.000506842372022344,.220567779081441,.138713644140291,.0087719298245614,.0087719298245614,-.485804131350189,-.35449857488838, , , , , , , , , , 
94,5,0,1, , , , , , , , ,0,.24796,.39171,.65664,.55647,3,3,2,5,2,-.451779792173336,-.252711403634282,-.0714368444759024,.0741481080565329, , ,.0963221241200007,.0558927971753524, , , , , , , , , , , ,.135660610672501,.06539403040339,.00545989080218394,-.00211595429538722,.297742772068005,-.137929961089494,-.136538461538462,-.0985130111524164,-.0206192843243025,-.208139881840425
95,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.0400329257121626,.122040883879179, ,-.0871430794655363,.000258968487624034,-.0250696378830084,-.0337078651685393,.0473521728805509,.135542817739085,-.0401891252955083,.152215799614644,-.182358461057241,.773231747555342, , , , , , , , , , 
96,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97,7,0,1, , , , , , , , ,0,.38507,.49307,.20362,.6309,6,6,5,5,5,.308226740729416,.415464553818772,.192702951838193,.198332526891726, , ,-.239409795084425,-.493312200730981, , , , , , , , , , , ,-.188961097122839,-.0440999108563039,-.036563071297989,.0478589420654911,-.172062236086278,-.139065012847293,.0152761457109283,-.0169902912621359,-.0295038974284258,.135751464332794
98,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.0853634071863091,-.172596671358781, , , , , , , , , , , , , , , , , , , , , 
99,12,1,1, , , , , , , , ,0,.86241,.617469,.332909,.59763,2,2,3,4,2,.442978819879881,.299417705376177,.277823706887529,-.106392221498205, , , , , , , , , , , , , , , , , , , , , , , , , 
100,5,1,1,.6273748,.7410098,.555450333333333,.065178,5,5,6,3,5, , , , , , , , ,0, , , , ,.0608073540540819,.143127784569491,-.0797792936140228,.295971807363963, , , , , , , , , , , , , , , , , , , , , 
101,12,1,1,.1664345,.4859496,.3644398,.182868166666667,4,5,5,6,4,.75133,.62216,.48596,.5171,6,4,5,5,4,.214476800103452,.122910876078403,.119713989968157,.115001881325463,-.372979630017878,.142887246713094,-.0539577860819162,.165831899239114, ,-.312505878522592,-.00305215198832216,.0152711953659821,.0429887410440123,-.214684486550499,-.0106464656805036,.033195020746888,.0391752577319588,-.00564089986845333,.0295832526517352,.108474763211228,-.0860218665502243,.0438756855575869,.0136727958510137,.129923814113852,-.0580915669168864,-.170821791320406,-.0540315876974231,-.0629963270829305,-.037877014835227
102,5,1,1, , , , , , , , ,0,.640009,.7016,.45848,.94105,6,5,5,6,5,.165253361663157,.209571753672161,.196863333711285,.152339032448024, , ,-.0831140145839885,.0250788607468268, , , , , , , , , , , ,.200026938143289,.0464008563018465,.0325379609544469,.0350497620077888,.108061121786074,.0905868084709394,.0224321133412042,.010752688172043,-.125266617479375,-.0970188780414442
103,12,0,1, , , , , , , , ,0,.489649,.267629,.381969,.54856,2,3,2,2,2,.123540358276217,-.176016551775098,.0879355053354379,-.114053497121426, , ,.178620800077769,.0417467559163197, ,-.0194694807069314,-.0231120839502993,-.060153776571687,-.0399290150842946,-.150789041787653,-.00325783090096634,-.0133333333333333,-.06187624750499,-.150069069446189,.132231013407874,-.00743319287041647,-.0271936379163109,.0743952533089913,-.008453505718548,-.173635487332448,-.0317536454336147,.0663667041619797,.0360046457607433,-.087069050245165,.0512842506552299
104,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.0492399707840084,.159564859498207, , , , , , , , , , , , , , , , , , , , , 
105,12,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106,5,1,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,.0768868871521795,.372607376318198, , , , , , , , , , , , , , , , , , , , , 
107,5,0,1, , , , , , , , ,0, , , , , , , , ,0, , , , , , ,-.02599449888419,-.0312149681752728, ,.0510783753208364,-.0616462902896545,.156080748399803,.064410480349345,.030742293499264,-.0746266348020449,.00778210116731518,-.0119047619047619,.148286093049681,.0528938963181355, , , , , , , , , , 
108,5,1,1,.2088855,.1762385,.4539,.1684094,6,6,6,5,6, , , , , , , , ,0, , , , ,-.369673899021629,-.440635669777359,-.149801364434455,-.192756638487029, , , , , , , , , , , , , , , , , , , , , 
109,12,1,1, , , , , , , , ,0,.843029,.901719,.91735,.97241,4,6,5,5,4,-.0422187494851961,-.00859285711537053,-.277426752875456,-.0476508190679528, , , ,-.102364056436204, , , , , , , , , , , , , , , , , , , , , 
111,5,1,1,.2193076,.38852,.3213864,.152735,5,6,5,5,5,.44396,.45068,.316589,.71518,6,5,6,4,5,.167472444247511,.174764000630809,.114386627614888,-.00330458380533696,-.188792181899559,.0945668330360172,.0933386113283192,.265101647069237, ,.0703944006565601,-.384556839410503,-.0220941402497599,-.0581800099453009,-.021178211412189,-.0807175514883739,.0615384615384615,-.00411522633744856,-.00974571188676991,.0132454212454212,-.0571793321238998,-.074779214442547,.0300915830789359,.0266958424507658,-.122214324539031,.0781384166237336,-.0133928571428571,-.0111358574610245,.175404402179985,.173197570205138
112,5,0,1,.280833166666667,.7058015,.290685166666667,.156645,6,6,6,5,6,.323139,.62239,.280669,.25452,4,4,6,6,4,.0703369282950872,.378403847367669,.044389039574505,-.0408608827058564,-.017238292151608,.416579917443284,-.018506349033279,-.0507436096653011, , , , , , , , , , , ,.502064117383407,.418832599118943,.0118995152049361,-.0135623869801085,.244122170951439,-.00308256269266009,.0314465408805031,-.0221238938053097,.14252434143719,.156140466900337
113,5,0,1, , , , , , , , ,0,.70569,.88865,.800479,.4897,6,6,6,5,6,-.0629338407575777,.0521990919580446,.00851750933494802,.186227071687244, , , , , , , , , , , , , , , , , , , , , , , , , 
114,5,0,1, , , , , , , , ,0,.740789,.55666,.73833,.57784,5,5,6,4,5,.00166247610908925,-.140286797581448,.0653482312372795,-.197624152906595, , ,-.168607513477132,-.104650917291635, , , , , , , , , , , ,-.0162986510280002,.119297537343561,.0634224172317511,.0558906312826699,-.00787725186656622,.194338357083214,-.0411483253588517,-.059396299902629,-.0877729524741574,-.0900932929595076
115,7,1,1,.640288333333333,.800511666666667,.558575,.336916,6,6,6,5,6,.3885,.303539,.20069,.39666,6,4,4,4,4,.318759653083046,.203972798073891,.199351209576564,.119985023128917,.0681590061697331,.178014156565929,.106465927990578,.0582882897728258, ,.0988619897807868,-.0541936379226599,.0479012345679012,.0203252032520325,.000425803704492182,-.0143675056713839,.0282258064516129,-.0126050420168067,.0690015682174594,.00137628708329082,-.0983918930623321,-.0231826372266896,.143228039809606,.0231869758263444,.0512531469582534,.0470637077294686,.0477247502774695,-.0106007067137809,.0399259763464646,.0672466882969269
116,7,0,1,.48178,.460276666666667,.476748333333333,.270873333333333,5,6,6,6,5,.238919,.445799,.36434,.54493,5,4,5,5,4,-.207905725401527,.100549411891046,-.131169397137527,-.10555329685176,.00524936665061201,-.017578684311162,.0908853399987132,.0743900873960179, , , , , , , , , , , ,-.112175061080171,-.233863093033435,-.0415274463007159,-.0738188976377953,.438025675077468,.0856710720587706,-.000960614793467819,-.0709146968139774,.161157256706701,.256208011943269
